Date;Pdc A [W];Pdc B [W];Pdc [W];Udc A [V];Udc B [V];Pac 1 [W];Pac 2 [W];Pac 3 [W];Pac [W];Uac 1 [V];Uac 2 [V];Uac 3 [V];Temp [°C];Temp2 [°C];Temp bat [°C];Pbat [W];Ubat [V];SOC [%];SOC targ [%];Pload [W];Pgrid feed [W];Pgrid load [W];Pgrid [W];Pext [W]
27.03.2024 04:10;5.6E-45;5.6E-45;1.1E-44;32.08481;25.738142;64.67972;64.56338;64.63138;193.87448;237.23045;236.8683;237.31723;22.618484;23.031273;20.533333;216.73268;397.75848;74.21856;97.0;193.42538;0.5153758;0.49160656;-0.02376923;0.0
27.03.2024 04:15;5.6E-45;5.6E-45;1.1E-44;31.959717;25.647734;72.92063;72.82238;72.90122;218.64423;237.60104;237.08229;237.67311;22.64936;23.086666;20.525;251.13332;397.5296;74.00183;97.0;218.11356;0.55129325;0.3951442;-0.15614906;0.0
27.03.2024 04:20;5.6E-45;5.6E-45;1.1E-44;31.950945;25.666077;71.380066;71.25294;71.30162;213.93462;237.58173;237.21127;237.55998;22.669916;23.136892;20.525;246.94446;397.6059;73.7885;97.0;214.12845;0.42837104;0.29716715;-0.13120389;0.0
27.03.2024 04:25;5.6E-45;5.6E-45;1.1E-44;32.107033;25.812;68.256004;68.1372;68.19807;204.59128;237.27446;236.85999;237.35143;22.659641;23.141909;20.508333;234.48436;397.6822;73.58396;97.0;202.95805;0.8076632;0.111775;-0.6958882;0.0
27.03.2024 04:30;5.6E-45;5.6E-45;1.1E-44;32.23911;25.891172;65.810844;65.72143;65.81592;197.34819;237.30911;236.91753;237.16614;22.659641;23.136892;20.516666;220.51068;397.6822;73.385254;97.0;197.43239;0.55300504;0.23616207;-0.31684297;0.0
27.03.2024 04:35;5.6E-45;5.6E-45;1.1E-44;32.355904;25.979837;69.36946;69.254456;69.31663;207.94055;237.80942;237.15994;237.70187;22.680183;23.181988;20.508333;238.05612;397.6822;73.17776;97.0;208.05403;0.44363302;0.44364375;1.0728836E-5;0.0
27.03.2024 04:40;5.6E-45;5.6E-45;1.1E-44;32.414345;26.031136;69.802025;69.70383;69.76344;209.2693;237.37785;236.9387;237.32607;22.680183;23.22697;20.516666;241.69917;397.64404;72.969475;97.0;208.35428;0.6361572;0.13266285;-0.5034944;0.0
27.03.2024 04:45;5.6E-45;5.6E-45;1.1E-44;32.497955;26.08349;68.97608;68.88543;68.98697;206.84848;237.12021;236.55377;237.05983;22.685318;23.256908;20.508333;239.16467;397.6059;72.76327;97.0;207.40002;0.2895235;0.48828593;0.19876242;0.0
27.03.2024 04:50;5.6E-45;5.6E-45;1.1E-44;32.414745;26.002024;68.45839;68.357605;68.45831;205.2743;236.9193;236.38379;237.00742;22.690449;23.271856;20.5;237.15024;397.64404;72.55932;97.0;205.53264;0.2781011;0.4154433;0.13734221;0.0
27.03.2024 04:55;5.6E-45;5.6E-45;1.1E-44;32.323074;25.924112;59.59902;59.467724;59.529747;178.5965;236.79941;236.49104;236.9585;22.710962;23.151936;20.5;202.19681;397.91107;72.37734;97.0;177.97217;0.46976578;0.42251882;-0.047246963;0.0
