Date;Pdc A [W];Pdc B [W];Pdc [W];Udc A [V];Udc B [V];Pac 1 [W];Pac 2 [W];Pac 3 [W];Pac [W];Uac 1 [V];Uac 2 [V];Uac 3 [V];Temp [°C];Temp2 [°C];Temp bat [°C];Pbat [W];Ubat [V];SOC [%];SOC targ [%];Pload [W];Pgrid feed [W];Pgrid load [W];Pgrid [W];Pext [W]
25.03.2024 04:35;5.6E-45;5.6E-45;1.1E-44;32.507774;25.972565;48.585464;48.493908;48.60289;145.68227;238.59038;238.17384;238.74081;22.644215;22.950417;20.716665;153.23038;393.67676;55.35929;97.0;145.16687;0.7954231;0.66161186;-0.13381124;0.0
25.03.2024 04:40;5.6E-45;5.6E-45;1.1E-44;31.682755;25.291605;50.729202;50.62653;50.7308;152.08653;235.13264;234.92372;235.33047;22.63393;22.925081;20.708332;158.58057;393.82935;55.199387;97.0;152.60886;0.49616432;0.7396158;0.24345148;0.0
25.03.2024 04:45;5.6E-45;5.6E-45;1.1E-44;30.148104;23.87215;49.210735;49.114994;49.208447;147.53418;235.26541;234.7477;235.16954;22.623634;22.904787;20.683334;154.1856;393.7912;55.04361;97.0;147.12396;0.6182578;0.52339685;-0.09486097;0.0
25.03.2024 04:50;5.6E-45;5.6E-45;1.1E-44;28.58443;22.413584;48.5498;48.439373;48.534313;145.52348;236.198;235.7421;236.20335;22.613335;22.920008;20.666668;152.68471;393.75305;54.8897;97.0;143.76065;0.8004241;0.31635305;-0.48407105;0.0
25.03.2024 04:55;5.6E-45;5.6E-45;1.1E-44;28.405153;22.192019;47.287033;47.19333;47.278862;141.75922;235.29694;234.77068;235.31046;22.608181;22.935219;20.666668;150.27043;393.7912;54.73865;97.0;140.65456;0.49345222;0.558188;0.0647358;0.0
25.03.2024 05:00;5.6E-45;5.6E-45;1.1E-44;28.298763;22.079037;47.823692;47.722954;47.834637;143.38129;235.1013;234.79546;235.17953;22.618484;22.909866;20.666668;151.28442;393.7912;54.58643;97.0;143.46066;0.4794063;0.66509306;0.18568677;0.0
25.03.2024 05:05;5.6E-45;5.6E-45;1.1E-44;28.62914;22.35067;43.508904;43.408714;43.51112;130.42874;237.71132;237.54732;237.95558;22.623634;22.960545;20.658333;142.16205;393.7912;54.4441;97.0;131.71234;0.21895252;0.82853293;0.6095804;0.0
25.03.2024 05:10;5.6E-45;5.6E-45;1.1E-44;29.402504;23.05135;45.74404;45.633213;45.72013;137.09738;237.51468;237.16745;237.84909;22.603025;22.960545;20.641666;147.44125;393.7149;54.29645;97.0;137.35504;0.49073207;0.5373801;0.046648026;0.0
25.03.2024 05:15;5.6E-45;5.6E-45;1.1E-44;30.285284;23.860945;43.820534;43.717705;43.825665;131.3639;237.33183;236.8589;237.59966;22.618484;22.98583;20.633333;143.2658;393.75305;54.153778;97.0;132.00162;0.40860745;0.6361347;0.22752723;0.0
25.03.2024 05:20;5.6E-45;5.6E-45;1.1E-44;31.86601;25.340681;43.7731;43.656235;43.74375;131.1731;236.98076;236.6474;237.45569;22.63393;22.990885;20.633333;143.0696;393.75305;54.01079;97.0;132.02306;0.2202337;0.62238985;0.40215617;0.0
25.03.2024 05:25;5.6E-45;5.6E-45;1.1E-44;35.146347;28.075737;45.639084;45.547863;45.631207;136.81816;237.21945;236.91545;237.33652;22.618484;22.965603;20.625;146.81718;393.7912;53.863716;97.0;135.99052;0.6932931;0.45170626;-0.24158683;0.0
25.03.2024 05:30;5.6E-45;5.6E-45;1.1E-44;44.50514;36.1844;44.653854;44.550594;44.654736;133.85919;236.58653;236.15045;236.89493;22.623634;22.975721;20.600002;144.81865;393.67676;53.71916;97.0;134.11525;0.39366508;0.51933837;0.1256733;0.0
25.03.2024 05:35;5.6E-45;5.6E-45;1.1E-44;66.17941;54.763237;46.1975;46.075752;46.17367;138.44693;236.44867;236.22028;236.85126;22.63393;22.935219;20.583334;148.04674;393.7149;53.57047;97.0;139.24039;0.2552613;1.0342573;0.778996;0.0
25.03.2024 05:40;5.6E-45;5.6E-45;1.1E-44;100.62122;85.41927;51.841103;51.73533;51.817776;155.39421;237.00749;236.38821;236.65678;22.618484;22.859055;20.558334;161.3662;393.7149;53.407513;97.0;155.50504;0.48045376;0.54435956;0.063905805;0.0
25.03.2024 05:45;5.6E-45;5.6E-45;1.1E-44;146.29633;134.7395;52.630596;52.52273;52.604305;157.75763;236.59505;236.26492;236.91817;22.582401;22.813215;20.516666;163.55644;393.6386;53.242577;97.0;158.84999;0.4354314;0.6397543;0.2043229;0.0
25.03.2024 05:50;3.144559E-5;3.2545632E-4;3.569019E-4;190.43742;162.9861;51.101337;51.010452;51.104206;153.21599;236.72523;236.4506;236.9886;22.597876;22.813215;20.5;159.09448;393.60046;53.08168;97.0;154.29765;0.43732575;0.5691452;0.13181946;0.0
25.03.2024 05:55;0.0044479114;0.0061381226;0.0105860345;193.776;168.18774;52.68112;52.576363;52.662174;157.91966;236.17253;235.76584;236.29538;22.639074;22.82341;20.483334;163.04153;393.56232;52.917183;97.0;158.2308;0.5112326;0.74368185;0.23244923;0.0
25.03.2024 06:00;0.048845373;0.044479053;0.09332442;246.37263;226.0688;51.345802;51.24046;51.34788;153.93414;235.87367;235.20255;235.7282;22.639074;22.828506;20.466667;156.30472;393.6386;52.75979;97.0;153.3502;0.6090701;0.5231408;-0.085929334;0.0
25.03.2024 06:05;0.29551262;0.34690568;0.64241827;283.2004;241.82431;49.207294;49.11062;49.19593;147.51385;234.8656;234.36897;235.05128;22.675053;22.970661;20.45;147.18044;393.67676;52.61216;97.0;147.15492;0.62270176;0.5817718;-0.040929973;0.0
25.03.2024 06:10;3.7339103;4.253292;7.9872026;303.33218;295.77908;58.7723;58.655575;58.738567;176.16644;234.27219;233.6061;234.52348;22.74681;22.950417;20.45;163.49562;393.60046;52.448463;97.0;176.1213;0.75570476;0.6809937;-0.074711084;0.0
25.03.2024 06:15;10.39381;12.478294;22.872105;344.3608;341.73053;57.068893;56.96697;57.06392;171.09978;237.90329;237.25092;238.01292;22.884474;23.081642;20.433332;143.58429;393.75305;52.305775;97.0;171.08485;0.6662406;0.69822025;0.03197968;0.0
25.03.2024 06:20;24.293013;25.483866;49.77688;348.7543;355.40604;57.60624;57.493206;57.58613;172.68558;236.9563;236.53726;237.22533;22.955479;23.201996;20.425;119.363594;393.7912;52.187305;97.0;172.99643;0.49726447;0.61574703;0.11848256;0.0
25.03.2024 06:25;43.287624;43.98128;87.268906;386.01257;374.35117;59.117626;59.01909;59.110138;177.24686;238.70323;238.16782;239.1001;22.970661;23.136892;20.425;87.35804;393.9438;52.101974;97.0;176.96599;0.77012926;0.764313;-0.005816281;0.0
25.03.2024 06:30;47.19078;52.27656;99.46735;409.35953;392.39;56.905827;56.806786;56.891537;170.60416;234.77376;234.7295;235.39069;23.036312;23.266878;20.416666;67.57095;394.24896;52.036865;97.0;170.7096;0.53377897;0.52531725;-0.008461714;0.0
25.03.2024 06:35;58.37825;64.98577;123.36402;407.98022;392.59488;45.28391;45.18253;45.27337;135.7398;234.25769;233.90327;234.63481;23.141909;23.27684;20.408333;7.8973083;394.66858;52.028038;97.0;134.73471;0.75244635;0.48689368;-0.26555267;0.0
25.03.2024 06:40;81.84314;89.43082;171.27396;415.3022;408.04044;44.346817;44.219814;44.31324;132.87988;233.79718;233.3787;234.24141;23.236958;23.31664;20.425;-38.69105;395.35522;52.050613;97.0;133.37971;0.8359215;0.69217193;-0.1437496;0.0
25.03.2024 06:45;99.473366;96.561195;196.03456;412.90695;420.24667;42.530224;42.4333;42.534607;127.49813;237.10706;236.13206;237.05626;23.271856;23.366276;20.408333;-68.08606;395.85114;52.102028;97.0;127.72409;0.47945762;0.6260953;0.14663768;0.0
25.03.2024 06:50;259.38358;207.1876;466.57117;465.4374;471.29126;79.7946;79.66823;79.73918;239.20201;237.19131;236.6306;237.47878;23.376188;23.430614;20.416666;-220.61754;396.99554;52.27854;97.0;237.35654;0.82801354;0.62034655;-0.207667;0.0
25.03.2024 06:55;546.3735;465.55194;1011.9254;448.21304;427.40903;634.43665;634.34125;634.41266;1903.1904;236.6567;236.48552;238.6874;23.928143;24.18641;20.433332;918.75555;382.95746;51.46368;97.0;1902.8915;2.2662435;1.1153784;-1.1508651;0.0
25.03.2024 07:00;808.85785;842.6274;1651.4852;469.44022;480.9263;1305.6045;1305.4468;1305.6417;3916.6929;237.02739;236.1758;237.1803;24.863005;24.881329;20.633333;2385.6904;396.76666;49.352974;97.0;3909.4402;5.269532;4.175291;-1.0942411;0.0
25.03.2024 07:05;985.39844;1027.9316;2013.3301;470.59375;479.70465;101.0395;100.90913;100.97389;302.92252;236.07394;235.45268;236.36218;24.826302;25.011864;20.716665;-1678.1215;399.20807;50.76382;97.0;302.95734;1.0667015;0.60271865;-0.46398288;0.0
25.03.2024 07:10;990.18146;1031.904;2022.0854;469.15375;477.84293;85.64865;85.528404;85.62161;256.79868;235.4688;234.92007;235.56984;24.949884;25.464115;20.941668;-1731.0253;399.16992;52.205933;97.0;257.4496;0.9758165;0.8870733;-0.08874321;0.0
25.03.2024 07:15;613.55096;637.7879;1251.3389;465.8435;470.3187;78.964714;78.86167;78.90667;236.73306;235.47911;234.59108;235.27266;25.005932;25.557032;21.041666;-995.30817;400.8484;53.03314;97.0;235.48256;0.9977955;0.73988587;-0.25790966;0.0
25.03.2024 07:20;1175.4094;1224.7888;2400.1982;473.92593;483.48523;78.602165;78.51017;78.57565;235.68799;235.24355;234.32182;234.83531;25.359144;26.141062;21.3;-2123.5422;405.0064;54.79176;97.0;234.82988;1.101969;0.6028213;-0.4991477;0.0
25.03.2024 07:25;1058.6578;1108.7213;2167.3792;473.32596;482.65527;74.914345;74.79522;74.85705;224.56662;235.44969;234.7039;235.04967;25.539637;26.021986;21.508333;-1908.997;402.33612;56.37495;97.0;223.99966;1.1437913;1.1731004;0.029309034;0.0
25.03.2024 07:30;1425.6168;1487.8369;2913.4536;470.86157;483.83844;70.69953;70.60178;70.688614;211.98993;235.3934;234.91452;235.74927;25.890884;26.865149;21.825;-2652.8145;406.07452;58.569836;97.0;211.95476;0.9423714;0.86995244;-0.07241899;0.0
25.03.2024 07:35;1117.4973;1165.8248;2283.3223;466.95718;483.93314;69.01357;68.905754;68.98773;206.90706;235.80638;234.84201;235.79881;26.033354;26.66686;22.091667;-2036.7216;402.83203;60.25895;95.26663;207.42902;1.0639279;1.3881967;0.32426882;0.0
